userid, openness, agreeableness, emotional_stability, conscientiousness, extraversion, assigned metric, assigned condition, is_personalized, enjoy_watching ,Avg_Movie_Rating
78e93072cfe874f20e5bf6ab7b815a7f,7,4,3.5,4.5,4.5, popularity, low,2,3,4.2392613
a4e5c4f5afe713f8e8dbd4796c974144,5,3.5,5,4,2, serendipity, high,3,5,4.700050889
66a2cd97b33a8c7095a7e97311b1591e,4,7,4.5,5.5,2, diversity, medium,3,4,4.554434818
0c0d338aed34e0b42e4d849ffc0e60b1,3.5,4,3,3,3.5, diversity, medium,3,4,4.304114128
702c2cb4d90f4bcbeb00a993c4239046,5,4,4,5,4.5, serendipity, high,4,3,3.52085523
658af870ba8eacc717950deb275fc837,6,5,5,4.5,2, serendipity, high,4,4,3.52085523
cace7b4da14681eb626c2475e5bef741,6,6.5,3.5,4.5,2.5, serendipity, low,2,2,3.816551546
22b161ed7c8e52a16a304bc847122353,6.5,4,7,6,4.5, diversity, medium,4,5,4.01136311
e53fcf997ebedccd13b199bbee78592b,5,3.5,4.5,3,2.5, all, default,5,5,4.73646841
9ba0ccf0a69ae15c85d1b289baa4d494,5,6.5,4,4,2.5, diversity, low,4,4,4.508981841
9ba0ccf0a69ae15c85d1b289baa4d494,5,6.5,4,4,2.5, diversity, low,4,4,4.508981841
01aedde55cfaf3825b8f1e162fda5225,5.5,4,3,3,1.5, popularity, medium,2,3,3.992200286
497b39a8683a53512c8def4efa0caf5a,4.5,2,4.5,4.5,1.5, popularity, high,2,3,4.345768584
1ae8bd98b2654b83aff78ab5ef9f48dd,3.5,4,5,3.5,2.5, diversity, high,3,3,4.122461727
02e224a227567e5bec151ae71b0b0d35,4,3,5.5,4,2, serendipity, low,2,1,4.118223811
11be3af40931ff45392d64a291ddb9ef,5.5,3.5,4,5.5,4, popularity, high,4,4,4.371518898
8c4fe00448b5cf2833c438204ebfff8d,3.5,4,3,3.5,3, serendipity, high,3,4,3.649192199
70c3300e28e636b10ac748f266ae813b,7,6.5,4.5,5.5,4, popularity, medium,2,3,4.206154158
5e87e52483aa882b74bf8234b6d167cc,5,3.5,4.5,5.5,3.5, diversity, low,3,4,4.237752411
bf9cf1035e0fc5a1ea4fb2eddec7ee88,7,5,5.5,2.5,7, all, default,3,4,4.151780353
15fa8bb95dc74d072cca7f915f0a528c,4.5,6.5,6,6,2, popularity, low,4,3,5.02579325
d890f33e2b71506322bde37f3abafb71,6.5,2.5,5.5,4,2.5, all, default,4,3,3.807888569
bd93a6a6fd678f2b2b45e85b36cabfb1,5,3.5,6,5.5,2, popularity, high,3,4,4.698934204
f749053333e87cf73f500bc3fdfec450,6,6.5,6.5,6.5,4, popularity, high,3,3,4.698934204
93c69e53c4efd6eb44fbb7af48d19136,6.5,4,4.5,5,5.5, diversity, high,2,4,4.360783764
2e6437ea97d46ed8303864645acd79d2,6.5,4.5,6.5,4.5,6.5, serendipity, medium,3,4,4.222560382
a42e355e83b3c6d06464a082b7242bed,4,4,5,6,2, serendipity, medium,2,2,3.736237845
d5dd6d18c1290b53070495a62a8670ec,5.5,3.5,4.5,6,3, serendipity, medium,3,3,3.736237845
bce86158a455f637e99ef8a6cab948e1,6.5,3.5,2.5,4,5.5, popularity, medium,4,4,4.725500028
f735a214472876a0c68cbb4647f4a6da,6.5,5,3.5,5,3.5, popularity, medium,4,4,4.725500028
8b70d9f04a409b47114368b3a0f753c4,5.5,6.5,3.5,4.5,5.5, popularity, low,4,4,4.649202203
f7eacf6c01e85a6fa1da6ec7f86b4b37,5,3,3.5,4,2.5, all, default,4,4,4.374041759
653ce8c43deb43f929689aa192fd160e,5,4.5,4,6,5, diversity, low,1,2,4.199572755
2a99ca0d9a639ac1be967a3e941f2f74,7,4,2.5,3,7, diversity, high,4,4,4.368558453
bba645691bc7e0fd7367213da7bca95f,5,3.5,3,3,5, serendipity, high,4,5,4.583407318
af5b26160c51d2185fef4e524b0c1a31,5,3.5,5,5,4, popularity, medium,4,4,4.112745693
8fe3abb4d69e09eca5b7ee1eba8c3c28,4.5,2.5,1.5,5.5,2.5, serendipity, low,3,4,4.944768794
45a7ade9f9db5470a11d877096404dc9,6,2.5,4.5,5,3.5, popularity, low,2,3,3.597241319
e1722ca7e910c77340502803541fc516,5.5,5,3,5,4, all, default,5,5,4.739268745
8de482e14a2ee5400c11ce8e7ead2ba1,6.5,3,5.5,5.5,3.5, diversity, high,4,4,4.341178654
56e06bea8cc11477eb0e5dd2b5804ee6,4,2.5,3.5,7,3, popularity, low,2,3,4.09196611
d0310993ced219c9d5f81c0e930d0b5c,7,6,5,6,3.5, diversity, high,4,3,4.068465245
391f02411f9fbf8564742db593cadf3f,3.5,6.5,6,7,2.5, popularity, low,3,3,4.080804691
fda31855437976e98a09cd75ca25d37c,5,3.5,5,3,4.5, diversity, medium,3,4,4.651636155
405dffe332555028ed6b82f3a9845370,6,2.5,5.5,5,4.5, diversity, medium,3,4,4.651636155
145404f0367d7fb26eb064b1e7a07685,5,4.5,3,5.5,2.5, popularity, low,2,3,4.899133721
06bd71884b7d8fb0e814aa016b6a6d9f,7,4.5,4.5,3,2, popularity, high,3,5,4.170136062
726975842d6b74479e036a88a7d8064a,5.5,3,2.5,4,4, serendipity, medium,3,4,3.954270609
dc62114f0f8277397ff03686faf02d9d,4.5,6,4.5,4.5,4.5, popularity, low,1,1,4.159531731
3e3b479076bd0aa885c44cda056f5c70,5,4,3,4,1.5, diversity, high,3,3,4.723733606
274c166f636bfe5b05d129f284ab3862,5,4.5,5,6.5,2.5, serendipity, medium,2,2,4.247348041
09cdd60b9872b88c8d7e8b655b348bb5,5,4,5,4.5,4.5, diversity, medium,2,3,3.232835469
e646a41cf0fc231116f31d0a07140bf9,5.5,3.5,6.5,6.5,4.5, serendipity, medium,4,3,4.574289937
ceb9999feb045cc6449a0e4aa9ec9d0b,6.5,3,3.5,5.5,4, popularity, low,3,4,4.22561471
8a663d7af9fa71406b668901d1924ef3,6,5,5,6,3.5, diversity, low,3,3,4.053333408
e2db1205361289699738f96463e37971,4,6.5,5,4,5.5, all, default,2,2,4.463181956
80b864a34a629aed7c7a1242f9cbeca9,5,2,2.5,3.5,3, diversity, low,3,4,4.404665991
d8a9d52bc4a210e680b2ddcff4e2ec0c,5,5,4,3,4, serendipity, low,2,5,4.021497017
13e6dc83483b272928d613cb69ed9e2a,5,3.5,5.5,6,4.5, popularity, high,4,4,3.707238939
0df997a88db577e0b3e38606858346e7,4,5,5,4,3.5, serendipity, high,2,3,4.363270165
ec25b6b66b2e49b7e0bb3e74a23a65fa,6,4.5,3.5,6,4.5, diversity, medium,4,4,4.016443405
8de3f511c82a1a152ff16a986c2884c3,4.5,5.5,6.5,7,3, diversity, medium,2,4,4.534709313
cb4ef7257fae75736b689ba8591b7670,6,3.5,5.5,6,4.5, serendipity, low,3,4,4.526395222
94db40b32bda57a7c1830184122cb005,5,3.5,4,3.5,1.5, serendipity, medium,5,4,4.482510318
930f629e8b7182f0a51582b15ba86160,5,3,4.5,6.5,2.5, popularity, high,4,3,3.868151228
92c50cf422ff3aa91114677c489b12f8,6.5,7,6.5,6,5.5, all, default,4,4,4.725919064
caa5b8067980402f57ca5d1e50399132,6.5,4.5,6.5,2.5,5.5, popularity, medium,4,5,4.95416101
c06a8ef4fcb95e59d2206e77e5d062c3,5,3,4.5,3,3, popularity, high,4,4,4.185042833
d73dd34c556a0df3881b25bc4e42db99,2.5,3.5,2,2.5,2, all, default,4,4,4.869957938
d66762ee504e83149495a6eebf8c8959,5.5,4,5,4,3.5, popularity, high,2,2,4.132893287
48a52207c776c04f3419db9ab6a2cbd1,5.5,4,5.5,3.5,3, popularity, high,4,4,4.132893287
1ed84e41d1199bd80978e5472689de49,4.5,4,2,4,3.5, popularity, high,3,3,4.132893287
fc32d2ef26c4fcf6cbeb2cd222dd56c3,5,4,2,2.5,5.5, diversity, low,5,5,4.105674376
0f82403932a76192f2803e283e135bed,5,6,7,4.5,7, serendipity, medium,4,4,4.065117158
1a4926479ca0b4c42df6cefb89aa59d9,6,6,5.5,6,5.5, serendipity, low,3,4,4.069352492
2a46cb7fac675410cd4457460a1630fc,6,3,6.5,2.5,1, diversity, high,4,4,4.056278816
49d2982c19ef8cae75f7aa3099285fb2,7,3.5,6,3,4, popularity, low,2,3,4.465661744
5dcd3690af8b3b9638777d62e72a73e6,5.5,3,1,2,5, serendipity, high,4,5,4.215554438
fcae1da08cada2c0d65feadac557de3e,5.5,4.5,4,4,4, serendipity, low,3,3,4.852286225
7bab2dffdde2dc0280f291194aec45b1,3.5,4,6,5.5,1, popularity, low,1,1,3.814783657
567a46b79c1c6dc848a1cfde7229d124,4,4.5,6.5,5,1.5, popularity, low,3,2,4.57833146
b1ffe66c21dd068ecda89ae83d0efabe,3.5,3,4.5,5,2, popularity, high,2,2,4.182115093
e42e43802f7d90867d9fc1d563dbf328,5.5,5,6.5,5.5,5.5, all, default,5,5,3.687733534
e2ff8ab4555623038de762dafe9fe2b2,7,4.5,6.5,5.5,6, diversity, high,4,3,4.15782656
581318c4039db9284d28dd41480c7d4c,6.5,3.5,5.5,7,4, popularity, high,3,4,4.653500085
44e7abdbd92f204d75325440946a72cc,4.5,5,4,4.5,4, diversity, low,3,3,4.089294261
72a7fde12307154e7c5125676c234a20,5.5,3,4.5,6.5,2.5, diversity, low,2,2,4.089294261
e9ba9fd6f504f157b6a92cd62a2ef4b7,5.5,5.5,4.5,3.5,3, all, default,5,5,4.720505496
1e0b304a9275e1e1579cceab9c476c55,4.5,6.5,7,3.5,1.5, diversity, low,4,3,4.058372986
a9c0a02a48e3206e3efa9572b9cbed74,6.5,4.5,6,4.5,5, diversity, medium,3,4,4.321485085
c25c7d0ae64ce7f2175227eccac58fd6,7,3.5,7,6.5,4, all, default,4,4,4.54034598
2ff9b7f6e89fd7b705a0336d406c3fba,4.5,3,5,5.5,2.5, diversity, low,2,4,3.764818892
29d3fed099a51e11df36064a6465e4eb,4.5,5,6,6.5,2, diversity, low,3,2,4.053459294
5703de3548ff252d497ed77119eccccf,4.5,3.5,3.5,4,2.5, all, default,4,4,4.156874243
a916e5e0c713059b14efbc3553e554dd,6.5,6,5.5,4,1.5, popularity, medium,4,5,4.20613458
55ba31691c676e6b33b4a3c284980490,7,5.5,3.5,4.5,2, all, default,3,4,4.677971741
ed188b310bfe08aa3fb39d496693d271,6,4.5,5.5,4,5, serendipity, medium,4,3,4.777391648
abb3365a8b5a8ed98497110974d21089,5,4,3,3,2, diversity, medium,4,5,4.904640732
f9d5f3679105db1fc8099bfd9586c840,7,3,6,5,1.5, diversity, high,3,3,4.635052728
7784e2d523d6d241bca34c5d8a8d642f,5,3.5,4,3,5, serendipity, low,4,4,4.802472161
258490600493aaf3463350984a0190a7,4.5,2,6,6.5,4, popularity, high,4,3,3.761006978
e6cd1317760d4e38601623203f521e86,6,3,6,6.5,2, popularity, high,1,1,3.520611282
8bc244a0172ec6c12b115c5c13362d75,4.5,4,4.5,6,3, serendipity, high,2,3,3.377322846
120b3d64e4c26c0c457ea26dcc34727c,6.5,2,4,2,5, serendipity, medium,3,4,4.091485269
b682bcc838d091d6a17eceec700f865a,7,6,5.5,3.5,3, serendipity, low,5,5,4.691682285
7d3df846fa66c49b6d626197d0bf22d5,6.5,5.5,6,5,5, popularity, low,4,4,4.740867263
1c6cdc08eaba89c25d00c6d96259043e,5.5,4.5,1.5,3,2, popularity, low,4,4,4.513361507
330def8b213289e93fcfb678fbb545e2,6.5,4,2.5,1.5,3.5, popularity, high,2,4,4.502875862
c9e8bde2288e032514915733c68e6d98,6.5,4.5,5.5,7,4.5, popularity, medium,1,1,4.458012908
aa675e0f8ee4c6123a9a0a3fb1e493c5,5,4.5,6,3.5,3.5, diversity, low,4,5,4.616231005
af5504ddb7e6b50d723d24653229a3f4,7,4.5,5.5,4.5,2.5, diversity, low,3,5,4.616231005
eee07f9887fb266c41125d5d4c1c5130,6.5,3.5,3,4.5,4, diversity, low,2,4,4.616231005
4778df829e30680da321827deb05fd88,5,3.5,6.5,6,3.5, serendipity, high,2,2,4.261414773
8785e1793c5b4c1937d2cf759fb43bc9,5.5,5,7,7,1, popularity, medium,3,3,4.350741025
8f76b389b0bd71c8e2bc52e516287fc6,5,4.5,2.5,4,2, diversity, high,5,4,4.429133266
daedbccc0a0070174732f5b82fe02343,4.5,4,5,7,3, diversity, high,4,4,3.670371349
a1fedc8de294a95fcb8efcd83ec5854c,6.5,1.5,2,4.5,1.5, serendipity, low,2,4,4.5039802
da7b09437c85d423842da348275dcd1c,6,3.5,4.5,1.5,2.5, diversity, low,4,4,4.370225506
9a110e15f113faef8c5e393241316ea9,5.5,4,4.5,3.5,7, diversity, low,4,4,4.321806096
fa1406e3ad87b6198457191c48dfe34c,5,6.5,7,6,2.5, popularity, medium,4,4,4.437263482
c2d26651f5f0fa9bbc62098a5b78db9c,6,3.5,5,5.5,4, all, default,4,4,4.55055255
c65388b2802d963be58bb0837b4dc8db,4.5,4.5,3.5,6,4.5, serendipity, low,4,3,4.239238369
1dee7ead0cd183ea2004f928e9a8da84,5.5,6,5,4.5,5, serendipity, low,4,5,4.239238369
ab447a5da1a868cdc09bae1a2c182e60,6,4.5,6,3.5,4.5, popularity, medium,3,4,4.401592172
0af6e4acd1cddf76c5378d20e3bfcb9f,5,5,5.5,3.5,4.5, diversity, medium,4,4,4.714891757
3b55147107fc9383234c4587c8c2dc83,5.5,3,2.5,3,2.5, all, default,4,5,4.492240861
4a29134f1e3a144607dc0e691da6526e,5.5,4,5.5,7,4, popularity, low,3,2,3.901590956
a1c72e3806aaa45dcf10e905a10ad11e,5,4,6,7,2.5, popularity, low,3,4,3.901590956
4e0bee93a8d74e477f7f891a8057a157,5,3.5,5.5,7,3, diversity, low,2,2,4.467870943
8f45de0d6ded99d3c81f32100d08ab85,3.5,4,5.5,2.5,4.5, diversity, low,2,3,4.229654491
af9d66507b76a890adf68348360207ac,5,6,6,4.5,3, diversity, high,4,5,4.490758984
9090ec44d3652c058a5163f68fd2f3af,4.5,4.5,3,4.5,6, popularity, high,3,4,4.610202425
e5c75a1bc0d12b3db74ddc9711918e11,6.5,5.5,7,6,5.5, serendipity, low,4,4,4.391032384
5b195b2c2a17cbbcfebed83a8c608163,4.5,5,5.5,5.5,2.5, serendipity, low,4,5,4.41668006
86e7f7dedfaa148af546651c3d9a6094,6,4,6.5,6,2, all, default,3,4,4.122069745
a7facf9671c4dd8d412b8b874ef41ec9,6,5.5,3,5.5,5.5, popularity, medium,4,4,4.664706592
840012d08218ace331b367f1a5c7fd0a,5.5,3,4,3.5,3, popularity, medium,3,5,4.184846889
1ae8c81b9be573edbd744210bc45d744,5.5,3.5,4.5,6,6, popularity, medium,1,2,4.184846889
8cfdaed1bb0ac5af9f9de3b2c4b31f41,3.5,5,4.5,5,1.5, diversity, high,1,3,4.655405655
9506c5c93356b984bdd17a7d48a36997,5,5.5,4,4.5,1.5, diversity, low,5,5,4.370683209
d9955166fbdbc60ca80f1b36d38601d4,6,3.5,5,3,3.5, all, default,4,3,3.996719085
debdf27243aa9581944616f421fa3fb8,6,4,4.5,5.5,1.5, popularity, high,2,3,4.593414406
97021e7fc3f465c130c2d03a65c922f4,4.5,4,3,5,2, popularity, high,3,3,4.095423497
e4e2ad9aff8382ef405478af468268cc,6.5,4,4,5,5, popularity, high,2,3,4.372752271
863242009cfc08770d4a4b2be794ea30,6.5,4,4,5,4.5, serendipity, medium,3,4,4.901718652
faec1b91ec4bd3fc157f693b2d80718a,6,3,5.5,7,3.5, serendipity, low,3,5,3.594198912
188b0cca409b8e0517720f18aa8a4f8d,4,4,4,4.5,2, popularity, low,2,4,4.114697007
14e7593e7101b934b13675ba2bbbddd2,7,7,4.5,4,3, all, default,2,4,4.585024982
c5166242b56b0127f6b6d1037f949d07,6,5,6,6.5,3, diversity, high,3,3,4.143234128
b8e8a964021cdaacc8cf565bb823c3e7,5,5,2.5,3,3.5, diversity, low,1,2,3.788090506
625f88fb17ac40171df6a6cdab29ec6f,4,4,4,4,4, diversity, high,2,3,4.431469628
a8033e5ab918469531962e48d81d856a,4,3,3,5,4, serendipity, high,1,2,4.317150167
47d4ba72fc6e3a6c6eab27a767f14ff6,4.5,4.5,4,5.5,1.5, serendipity, high,3,4,4.363896596
89842678e49839b0888730e44064a0fa,5,5.5,4,3,3, all, default,3,4,4.697344944
02a0cec24fbb27d78ffbda37da798f78,7,3.5,5.5,4.5,4, all, default,4,5,4.697344944
75ec3b5ea4aa7effbe6c494013e7aabb,6.5,4,3.5,3,4, serendipity, medium,1,1,4.416014676
b93ba876c34a1dbc9797751cee59da44,6,5,4.5,4,6, serendipity, high,3,3,4.516489323
affbab28e5ce9df9c9a9aa3bf622ec54,4,4.5,3,3,3.5, serendipity, high,3,4,4.611004537
a04b0764547ee0c997c14e1d1fa93b46,7,5,5,3,7, serendipity, high,1,1,4.611004537
72558bcd98294d091c45b81e86fe13fb,6.5,4.5,4,6.5,6, diversity, high,4,4,4.74162222
dc22a8f8592618aad36fc082078c172a,5,6,5.5,7,4, diversity, high,3,3,4.621904053
1931bb2297eb95a80dd414846533eefd,7,3.5,3.5,6,2.5, popularity, low,3,2,4.782949201
f0bd627b1d3777fc865b75df1d9b766a,5,2.5,5.5,6,3, diversity, high,2,2,4.40801135
fceeff16ff8e0a46ced573bd7301293b,5,4.5,6,4,1.5, popularity, low,4,4,4.142024361
7dc25f41c255d670cdf6d9f89afc802a,4,5,6,4,1.5, serendipity, high,5,4,4.363750505
2429936e4eff2733232668c0e0fd053b,4,5,1,5,5.5, diversity, high,1,3,4.850104059
732dece422610d96382b98a602a1cee1,7,5,5.5,5.5,3, popularity, high,4,5,4.109104361
2d18ce674c2618397c6b69319a949143,5,4.5,2.5,5,3.5, diversity, medium,3,4,3.908960298
0fb769e708c82cbbdbc89c930b257f48,5,3,4.5,4,2, serendipity, high,2,2,4.418854543
123a4ae0b0904fbec6fd1c90ebdf583e,6.5,4.5,3,2.5,2.5, all, default,4,4,4.648393963
820c97972b265b8f1c3511959e80f974,6,4.5,4,2.5,4, popularity, low,4,4,4.548767396
c1fad731632be2e740f52592881dbee0,4.5,5,5.5,3.5,3, serendipity, medium,2,3,3.616036451
b6648870eb61ee8a7e3419c7ceac9d0e,4,1,2,4.5,5.5, all, default,4,4,4.990242126
e86457ef97730a4505cab3364ecc7031,5.5,4.5,3.5,5,2, popularity, high,4,4,4.272575545
5e92179708a9f096d6fa797b268eb358,5,3.5,4.5,4,3.5, serendipity, low,2,4,3.644792417
b12bd723297e13f94d6dce17996af49c,5.5,5.5,6.5,4,3.5, popularity, high,3,3,4.321831239
44c7f5d8df325a8dfa1140bbd5825d89,4.5,3,2.5,6,5, popularity, high,3,4,4.692538965
f57365d6324f25b1c718df4d00bd265e,5.5,3.5,3.5,3.5,3, popularity, high,1,1,4.692538965
908fdd7c177fcbcda1577d5fc44ed548,5.5,3.5,4,5.5,4.5, diversity, high,1,1,3.740213976
9e24d06ab3b47d5cbd72e6e5c6c430e3,4,2,4,5.5,1.5, diversity, high,2,4,3.740213976
8c17370ba034b13cfa56e00ac3d304af,7,6,6.5,4.5,2, diversity, low,4,4,4.295226612
defd45f83df9a62166df4bdbd0a1ce2b,5,4,6,6,1, diversity, low,2,4,4.210078604
97e0e773d48fcfbc59dc1e4549f1216e,5.5,3.5,5.5,5.5,4.5, serendipity, low,4,4,4.606576239
a169258b51170f60e5d6f3582f6c8fd9,5.5,3.5,3.5,4,3.5, serendipity, low,5,5,4.606576239
066255f729cdb41ce23e139322380532,5.5,6.5,5,5,1.5, serendipity, medium,1,1,3.829875949
8f3a59e201178eda99646354098f5c81,5,4,6,6,3, serendipity, medium,4,4,4.260426644
fc58dce252159c584a1402c8e1d79f38,4,4.5,4.5,5.5,4.5, all, default,4,5,4.726707501
01a88049c6c3c11cf94e1921a042a2f4,6,3,6,6.5,3, diversity, medium,2,2,4.567824971
9e05723599ab46d45a116e781733e00e,4.5,4,3.5,5,2.5, popularity, medium,2,4,4.02609226
136c29e2d7e76b113cce1268119ebc09,5.5,4,6,6.5,2.5, serendipity, high,3,4,4.840331109
aaabfa6303b351c6063ab668c7c44991,4,4.5,5.5,6.5,4, popularity, low,4,4,4.312184487
72d33615624c23b9c53d7ed823f71adc,6,5.5,5,3.5,3, diversity, medium,5,5,4.532359712
7c2cfb06074b99b835f5f22f781f899e,5,2,1.5,3,4, popularity, low,4,4,4.777061916
8b91dc3934e60ba26723de98052d421d,6,3.5,4,6,3, diversity, high,3,5,4.152550721
76a9fd680119bf71fc910d611bdded45,6,3.5,3.5,3.5,4.5, diversity, low,4,4,4.290080239
dd45f52956363773f1a9933bc80a3753,5.5,4,6,5.5,4, serendipity, high,3,4,4.162536763
24c89d1f4d190fbefcd2a8ed20b2c756,5,4,4.5,4,4, popularity, high,3,4,4.028085009
23f137b9dbacb935c412c23134ea426a,5.5,3.5,4.5,6,4, diversity, medium,3,2,4.128170735
d369962c73da531c5e4dd308f38f043f,5,3.5,6,2.5,2.5, diversity, high,2,4,4.529893628
6d8bec6e4ed68ce0fe0ee7a6d16bc75d,6,4,6.5,5.5,1, diversity, medium,1,5,4.574329148
1668ea784e1f6c4a36b76a87e6a445ca,4,4.5,3,2.5,3.5, serendipity, low,2,2,4.135623532
0d51fafd6da7411d50cae9b70488b2e3,6,6.5,5.5,6,3.5, all, default,3,2,4.473279621
402e4a5a553a02e03701f0a842577a08,5.5,3.5,5.5,5,4, serendipity, high,3,4,4.855714372
06ba0fec570d39b4c7a41e2c6e34229b,5.5,3.5,6,6,1.5, diversity, medium,4,5,3.991732163
943f3580ebc4ef11b3b68024730683d7,5.5,5,4,5,2, serendipity, high,4,4,4.535359555
81c3c538eee076613e773937e15a905b,5,4,6,6.5,4.5, diversity, high,3,3,4.206907549
090b476722d8ba7e96ed9042208dc4a4,5.5,4,3,3.5,3, serendipity, medium,5,5,4.710967409
a1a7730e1aeb6a70fbbab512ace3e606,6.5,5,7,6,4, popularity, high,4,4,4.454620615
d28b31aa4521ba8f2c8ccb5a360102a4,5.5,3.5,4.5,3.5,5, serendipity, low,2,3,4.387217085
679f5362b1ae2446ffdfc28cad74acd8,6,2.5,5.5,1.5,2, popularity, medium,5,4,4.69263824
f629abf84865884ccee23990ab5fdd76,6,4.5,6,2.5,4.5, popularity, low,4,4,4.327710249
569db938f9e5e7eff6bde7b7dfe39335,5.5,3.5,3.5,6,2.5, popularity, low,4,4,3.904273041
4042caad6fa83ce53087a206386d035c,6,6,5.5,4,2.5, popularity, medium,3,4,4.456241724
0bbab78d893fd9de32faac2d7a564591,6.5,4,1,2.5,1, serendipity, medium,4,4,4.988160481
1383e696e2f900aacc5340f8a495add5,6.5,5,4,4.5,3, diversity, medium,2,2,5
aa436d0cdbfa70baa2ffbdd8cd64d77c,4.5,3.5,4,5,3, serendipity, medium,2,2,4.804777844
ae868c51cd2420daa555d01c8b3e434a,6.5,6,7,7,6.5, serendipity, medium,3,4,4.804777844
ca42ab72276d2a1fe648b0fd2aa3c239,3,6,2.5,4,4, diversity, medium,4,4,4.452261374
c564f252c8b6d5d46fe54546db0a4c96,6,4,5.5,6,3.5, diversity, low,4,5,4.189772411
2a13c8d8f73ef9633503cc3ef4423a20,4.5,6,5.5,5,4.5, all, default,1,1,4.017247657
794d41b8611a862aa4667eb5a1b8d4f4,6.5,4,7,6,2.5, popularity, low,1,2,4.55248927
a7411a48f5d4fb51a8bb360057334dac,4,4,4.5,6,5, popularity, medium,2,2,4.464658084
f878aa3e9e727762465f14c8e6ac0325,5.5,4,4,3.5,2.5, popularity, medium,3,4,4.37892117
1410416974b4676766c1270e2c0f7165,5,4,2.5,2.5,3.5, diversity, high,3,5,4.1845413
e091e061cac7a58bc55b606e3718763e,7,3,7,4.5,1, diversity, high,1,1,4.385978714
796dde613196add25a0a870250da4039,5.5,4,4,7,3, popularity, low,5,5,4.713926255
a44ec027de6b34346b72ed825037f742,4,4,4,4.5,3, popularity, low,3,3,4.240338998
15ba0b093a9a409d176282ab8847047e,5.5,4,3,5.5,4, popularity, medium,2,3,3.863962705
8006b299b03d4554f9c8f5a6ba188629,3,2.5,3.5,2,6.5, all, default,4,5,4.445039729
09af1643579cb720663718be7352ae78,5,3.5,1.5,3.5,1.5, all, default,3,3,4.445039729
88d915b103ecc0a780529f2fd2ef4c90,6,4.5,4,6.5,5.5, diversity, medium,2,3,4.369436879
db6cc3971f39cef65a0b76461f2de31c,4,4,3.5,4.5,4, diversity, medium,4,4,4.779281333
342701859b13f7e9377a20abf214ab23,4.5,5,5.5,5,2.5, popularity, medium,3,3,4.924972033
e8eac4a518175b9a9331b7831bd23ba3,5.5,4.5,4.5,5,4.5, serendipity, high,3,4,4.632847586
35762506efeb8254303bf71e817840fe,6.5,2.5,7,4.5,3.5, popularity, medium,2,1,3.68692457
62096740195ad3d3bd209fb9cab009e8,4.5,4.5,5.5,4,2.5, serendipity, high,3,3,4.184013252
2111f162ff288b41a55ca4a59e71e252,4.5,4.5,5.5,5.5,3.5, serendipity, medium,4,4,4.658793802
c8d195dc7fb3706c4afa320ea0370884,5.5,4.5,6,5.5,3.5, popularity, high,2,3,4.442870578
7c5099a1f9ca585f2a043dd5ef0f91b6,4,3.5,4.5,4,2, popularity, high,2,4,4.442870578
dbc7302449c37e9ee4fbf04d7357f7b3,5.5,2.5,3,5.5,2, all, default,4,5,4.905182715
a5eb6d21ec383afbfe9961123453ddcc,5,4.5,5.5,4.5,2, popularity, low,4,4,4.527543071
6d9d06e2287df9bca4f5a2eb897d8ab4,6,6.5,1.5,2.5,4, diversity, medium,4,5,4.705708384
09d37ed7c6f606d4717e9f4d2697264d,4,5.5,6,4.5,1.5, serendipity, medium,2,3,4.295542943
6acc32427547ed2bdab63c34f20f0228,6,3.5,5,6,1.5, diversity, high,3,3,4.354783996
cd08114b641efadee87fd7480dc3285e,4.5,3,2.5,5.5,1, diversity, low,4,4,3.869336549
cf8ca4fcc5783cae23738fb531c43fce,6,5,2.5,3.5,5.5, serendipity, medium,2,2,4.971892354
cfcc621cccaa5bf7ed55cf89cbce2227,4.5,4.5,6,3.5,2.5, popularity, low,3,2,4.486758216
b2041aea90ebe93017a710adec0f6c61,4,5.5,6,6,2.5, popularity, medium,3,3,4.507177655
645f180b11c123a84c5de6759b7129ae,4,5,2,2.5,3, popularity, low,4,4,4.579364046
f0b66f04fd044d8b0639a44f710782af,4.5,2.5,4,7,3, serendipity, medium,2,4,4.205051743
4f59c732f82abafdb5da253073e3e432,3,2.5,4,5.5,3.5, diversity, low,2,2,4.607578933
1ea79fb201395668f5974ec1ed804918,5,6,4.5,6,5, diversity, medium,4,4,4.155436577
bab1f5af3c243984cbf6ff10202deca1,6,4.5,4,3.5,2, diversity, medium,4,4,4.155436577
0bfb73736d13a44ada9659d13ab2f1a5,4,3,4,5,1, diversity, high,2,2,3.847579486
faac91c355ad7d3db0da22149f12b777,6,4,5,3.5,2.5, popularity, low,2,2,3.823641299
431e797a14acca09fabd310be84269a4,6,4,4.5,3,3, serendipity, low,1,1,3.864059555
a1d082a34b2f4668455ab3ece267cf9e,7,6,6.5,6,5, diversity, low,4,4,4.317456487
bbabaddade82aade657681b63523f969,5,5.5,6,4.5,2, diversity, low,4,4,3.918065727
1eb9fbe508a1ce1ac458a46a03a9e93b,4.5,3.5,3,5,6, serendipity, high,4,5,4.220034327
6dca8d2b55c96bb04fcbe16f259fffde,4,4.5,4,6.5,1.5, diversity, low,1,3,4.43899427
e219523c918743c10dbabff210943209,6,4.5,5.5,5.5,1, popularity, high,4,4,4.645013812
fb53bc67003b02a9efee1af3d51e56b5,5.5,3.5,4,5,3, serendipity, medium,3,4,4.268979717
